context,basis,dataset,status,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,mcc,best_hyperparameters,n_combinations_evaluated
classifier,attention,digits,ok,0.9666666666666667,0.9662393162393161,0.9676657544243753,0.9662393162393161,0.9661780235443167,0.9932324770372063,0.9631210899313987,"{""k"": 5}",4
classifier,cauchy,digits,ok,0.9666666666666667,0.9662393162393161,0.9676657544243753,0.9662393162393161,0.9661780235443167,0.9933925136169959,0.9631210899313987,"{""k"": 5, ""epsilon"": 0.1}",16
classifier,cosine,digits,ok,0.9666666666666667,0.9660968660968662,0.9684391534391533,0.9660968660968662,0.9659083612179588,0.9935317732145299,0.9632386046302993,"{""k"": 5, ""h"": 5.0}",20
classifier,cubic_spline,digits,ok,0.9666666666666667,0.9660968660968662,0.9684391534391533,0.9660968660968662,0.9659083612179588,0.9933864568671963,0.9632386046302993,"{""k"": 5, ""h"": 5.0}",20
classifier,entropic,digits,ok,0.9629629629629629,0.9625356125356126,0.9652198503922642,0.9625356125356126,0.9627898868212889,0.996848994536288,0.9590785442584983,"{""k"": 20, ""beta"": 20.0}",16
classifier,gen_exponential,digits,ok,0.9666666666666667,0.9662393162393161,0.9676657544243753,0.9662393162393161,0.9661780235443167,0.9932024774888752,0.9631210899313987,"{""k"": 5, ""epsilon"": 0.1, ""p"": 1.0}",48
classifier,harmonic,digits,ok,0.9666666666666667,0.9662393162393161,0.9677889071337347,0.9662393162393161,0.9661791627559821,0.9933925136169959,0.9631363354610459,"{""k"": 5, ""nu"": 0.0001}",20
classifier,inverse_multiquadratic,digits,ok,0.9666666666666667,0.9662393162393161,0.9677889071337347,0.9662393162393161,0.9661791627559821,0.9934839630911613,0.9631363354610459,"{""k"": 5, ""c"": 0.01}",20
classifier,laplacian,digits,ok,0.9666666666666667,0.9662393162393161,0.9676657544243753,0.9662393162393161,0.9661780235443167,0.9932024774888752,0.9631210899313987,"{""k"": 5, ""epsilon"": 0.1}",16
classifier,logarithmic,digits,ok,0.9666666666666667,0.9662393162393161,0.9677889071337347,0.9662393162393161,0.9661791627559821,0.9932248562476923,0.9631363354610459,"{""k"": 5, ""c"": 0.01}",16
classifier,lorentzian,digits,ok,0.9629629629629629,0.9623931623931623,0.9644637839810255,0.9623931623931623,0.9622788275022636,0.9931175683742334,0.9590773053252457,"{""k"": 5}",4
classifier,multiquadratic,digits,ok,0.9629629629629629,0.9628103378103378,0.9637248677248678,0.9628103378103378,0.9627858067858067,0.9931263073305845,0.9589481778624939,"{""k"": 5, ""c"": 0.1}",20
classifier,quartic_spline,digits,ok,0.9666666666666667,0.9660968660968662,0.9684391534391533,0.9660968660968662,0.9659083612179588,0.9933864568671963,0.9632386046302993,"{""k"": 5, ""h"": 5.0}",20
classifier,radial,digits,ok,0.9629629629629629,0.9626678876678877,0.9640852034300309,0.9626678876678877,0.962544069686927,0.9932937040266022,0.9590206639755828,"{""k"": 5, ""z"": 0.05}",20
classifier,rational_quadratic,digits,ok,0.9666666666666667,0.9662393162393161,0.9677889071337347,0.9662393162393161,0.9661791627559821,0.9934382383540786,0.9631363354610459,"{""k"": 5, ""alpha"": 0.5, ""l"": 0.01}",48
classifier,rbf_gaussian,digits,ok,0.9666666666666667,0.9662393162393161,0.9676657544243753,0.9662393162393161,0.9661780235443167,0.9931332935629852,0.9631210899313987,"{""k"": 5, ""epsilon"": 0.1}",20
classifier,shepard,digits,ok,0.9666666666666667,0.9662393162393161,0.9677889071337347,0.9662393162393161,0.9661791627559821,0.9932477186162337,0.9631363354610459,"{""k"": 5, ""z"": 1.0}",16
classifier,sigmoidal,digits,ok,0.9666666666666667,0.9662393162393161,0.9676657544243753,0.9662393162393161,0.9661780235443167,0.9933924004064542,0.9631210899313987,"{""k"": 5, ""alpha"": 0.5, ""c"": 0.5}",48
classifier,softmax_radial,digits,ok,0.9666666666666667,0.9662393162393161,0.9676657544243753,0.9662393162393161,0.9661780235443167,0.9932024774888752,0.9631210899313987,"{""k"": 5, ""beta"": 0.1}",16
classifier,student_t,digits,ok,0.9666666666666667,0.9662393162393161,0.9677889071337347,0.9662393162393161,0.9661791627559821,0.9933925136169959,0.9631363354610459,"{""k"": 5, ""nu"": 0.0001}",20
classifier,wendland_c2,digits,ok,0.9666666666666667,0.9660968660968662,0.9684391534391533,0.9660968660968662,0.9659083612179588,0.9935617350260134,0.9632386046302993,"{""k"": 5, ""h"": 5.0}",20
