dataset,metric,basis_1,basis_2,p_value,p_value_holm,significant_after_holm,effect_size_rank_biserial_r,mean_diff_1_minus_2
bng_glass,f1,attention,cauchy,0.016431212425231934,1.0,False,-0.4967741935483871,-0.001376865309103359
bng_glass,f1,attention,cosine,0.004338232800364494,0.6160290576517582,False,0.5827956989247312,0.001746325419747341
bng_glass,f1,attention,cubic_spline,0.024786051362752914,1.0,False,0.4666666666666667,0.001329274290515381
bng_glass,f1,attention,entropic,0.08793856762349606,1.0,False,0.35913978494623655,0.0007927155387306151
bng_glass,f1,attention,gen_exponential,0.8871948085725307,1.0,False,-0.03225806451612903,1.7932339651416385e-05
bng_glass,f1,attention,harmonic,0.03272089920938015,1.0,False,0.44516129032258067,0.00021561449151169532
bng_glass,f1,attention,inverse_multiquadratic,0.7765688337385654,1.0,False,-0.06236559139784946,-0.00011134078835101091
bng_glass,f1,attention,laplacian,0.28008678182959557,1.0,False,0.23010752688172043,0.0005747964476323641
bng_glass,f1,attention,logarithmic,0.2710056286305189,1.0,False,0.23440860215053763,0.00046907420531677735
bng_glass,f1,attention,lorentzian,0.3817984350025654,1.0,False,-0.1870967741935484,-0.00014182990233774229
bng_glass,f1,attention,multiquadratic,4.6566128730773926e-08,9.080395102500916e-06,True,0.9655913978494624,0.005554490312862814
bng_glass,f1,attention,quartic_spline,0.04048972204327583,1.0,False,0.42795698924731185,0.001131203491497479
bng_glass,f1,attention,radial,0.0050126127898693085,0.6967531777918339,False,0.5741935483870968,0.0017579198810289687
bng_glass,f1,attention,rational_quadratic,0.01283373311161995,1.0,False,-0.513978494623656,-0.0012798144156152547
bng_glass,f1,attention,rbf_gaussian,0.08793856762349606,1.0,False,0.35913978494623655,0.0007792573081181753
bng_glass,f1,attention,shepard,0.140283040702343,1.0,False,-0.3118279569892473,-0.0008846772557665195
bng_glass,f1,attention,sigmoidal,0.03272089920938015,1.0,False,0.44516129032258067,0.00019102972818263453
bng_glass,f1,attention,softmax_radial,0.28008678182959557,1.0,False,0.23010752688172043,0.0005747964476323641
bng_glass,f1,attention,student_t,0.7765688337385654,1.0,False,-0.06236559139784946,-0.00011134078835101091
bng_glass,f1,attention,wendland_c2,0.008705463260412216,1.0,False,0.5397849462365591,0.0015454539622564156
bng_glass,f1,cauchy,cosine,2.60770320892334e-08,5.21540641784668e-06,True,0.9741935483870968,0.0031231907288507
bng_glass,f1,cauchy,cubic_spline,1.862645149230957e-08,3.818422555923462e-06,True,0.978494623655914,0.00270613959961874
bng_glass,f1,cauchy,entropic,0.0002562887966632843,0.04151878505945206,True,0.7247311827956989,0.002169580847833974
bng_glass,f1,cauchy,gen_exponential,0.011303061619400978,1.0,False,0.5225806451612903,0.0013947976487547753
bng_glass,f1,cauchy,harmonic,0.0061949919909238815,0.8239339347928762,False,0.5612903225806452,0.0015924798006150542
bng_glass,f1,cauchy,inverse_multiquadratic,0.0050126127898693085,0.6967531777918339,False,0.5741935483870968,0.001265524520752348
bng_glass,f1,cauchy,laplacian,0.0005054883658885956,0.0793616734445095,False,0.6946236559139785,0.001951661756735723
bng_glass,f1,cauchy,logarithmic,0.00031275488436222076,0.05035353638231754,False,0.7161290322580646,0.0018459395144201363
bng_glass,f1,cauchy,lorentzian,0.013663241639733315,1.0,False,0.5096774193548387,0.0012350354067656166
bng_glass,f1,cauchy,multiquadratic,3.725290298461914e-09,7.82310962677002e-07,True,0.9956989247311828,0.006931355621966173
bng_glass,f1,cauchy,quartic_spline,8.009374141693115e-08,1.529790461063385e-05,True,0.956989247311828,0.002508068800600838
bng_glass,f1,cauchy,radial,2.60770320892334e-08,5.21540641784668e-06,True,0.9741935483870968,0.0031347851901323276
bng_glass,f1,cauchy,rational_quadratic,0.6263462882488966,1.0,False,-0.1053763440860215,9.705089348810425e-05
bng_glass,f1,cauchy,rbf_gaussian,0.00020912662148475647,0.03450589254498482,True,0.7333333333333333,0.002156122617221534
bng_glass,f1,cauchy,shepard,0.5978077705949545,1.0,False,0.11397849462365592,0.0004921880533368395
bng_glass,f1,cauchy,sigmoidal,0.004031794145703316,0.5765465628355742,False,0.5870967741935483,0.0015678950372859934
bng_glass,f1,cauchy,softmax_radial,0.0005054883658885956,0.0793616734445095,False,0.6946236559139785,0.001951661756735723
bng_glass,f1,cauchy,student_t,0.0050126127898693085,0.6967531777918339,False,0.5741935483870968,0.001265524520752348
bng_glass,f1,cauchy,wendland_c2,3.5390257835388184e-08,7.00727105140686e-06,True,0.9698924731182795,0.0029223192713597745
bng_glass,f1,cosine,cubic_spline,0.00577649287879467,0.7740500457584858,False,-0.5655913978494623,-0.0004170511292319601
bng_glass,f1,cosine,entropic,0.15794767439365387,1.0,False,-0.2989247311827957,-0.000953609881016726
bng_glass,f1,cosine,gen_exponential,0.005382779985666275,0.7266752980649471,False,-0.5698924731182796,-0.0017283930800959246
bng_glass,f1,cosine,harmonic,0.018529480323195457,1.0,False,-0.4881720430107527,-0.0015307109282356457
bng_glass,f1,cosine,inverse_multiquadratic,0.00013739429414272308,0.023357030004262924,True,-0.7505376344086021,-0.001857666208098352
bng_glass,f1,cosine,laplacian,0.05768792890012264,1.0,False,-0.3978494623655914,-0.0011715289721149769
bng_glass,f1,cosine,logarithmic,0.026228994131088257,1.0,False,-0.46236559139784944,-0.0012772512144305637
bng_glass,f1,cosine,lorentzian,0.001340603455901146,0.20377172529697418,False,-0.6473118279569893,-0.0018881553220850833
bng_glass,f1,cosine,multiquadratic,1.6391277313232422e-07,3.065168857574463e-05,True,0.9440860215053763,0.0038081648931154732
bng_glass,f1,cosine,quartic_spline,0.0023674946278333664,0.34802171029150486,False,-0.6172043010752688,-0.0006151219282498621
bng_glass,f1,cosine,radial,0.6891565167793516,1.0,False,-0.09333333333333334,1.1594461281627666e-05
bng_glass,f1,cosine,rational_quadratic,1.6838312149047852e-06,0.0003081411123275757,True,-0.8924731182795699,-0.0030261398353625957
bng_glass,f1,cosine,rbf_gaussian,0.1459994912147522,1.0,False,-0.30752688172043013,-0.0009670681116291657
bng_glass,f1,cosine,shepard,0.00016989745199680328,0.02854277193546295,True,-0.7419354838709677,-0.0026310026755138605
bng_glass,f1,cosine,sigmoidal,0.011303061619400978,1.0,False,-0.5225806451612903,-0.0015552956915647065
bng_glass,f1,cosine,softmax_radial,0.05768792890012264,1.0,False,-0.3978494623655914,-0.0011715289721149769
bng_glass,f1,cosine,student_t,0.00013739429414272308,0.023357030004262924,True,-0.7505376344086021,-0.001857666208098352
bng_glass,f1,cosine,wendland_c2,0.11417667381465435,1.0,False,-0.3333333333333333,-0.0002008714574909254
bng_glass,f1,cubic_spline,entropic,0.4399667661637068,1.0,False,-0.16559139784946236,-0.0005365587517847659
bng_glass,f1,cubic_spline,gen_exponential,0.015460003167390823,1.0,False,-0.5010752688172043,-0.0013113419508639645
bng_glass,f1,cubic_spline,harmonic,0.06056523136794567,1.0,False,-0.3935483870967742,-0.0011136597990036856
bng_glass,f1,cubic_spline,inverse_multiquadratic,0.0012321043759584427,0.18974407389760017,False,-0.6516129032258065,-0.0014406150788663918
bng_glass,f1,cubic_spline,laplacian,0.22064675763249397,1.0,False,-0.26021505376344084,-0.0007544778428830168
bng_glass,f1,cubic_spline,logarithmic,0.10039735585451126,1.0,False,-0.34623655913978496,-0.0008602000851986036
bng_glass,f1,cubic_spline,lorentzian,0.009301122277975082,1.0,False,-0.535483870967742,-0.0014711041928531232
bng_glass,f1,cubic_spline,multiquadratic,3.5390257835388184e-08,7.00727105140686e-06,True,0.9698924731182795,0.004225216022347433
bng_glass,f1,cubic_spline,quartic_spline,0.20540969260036945,1.0,False,-0.26881720430107525,-0.00019807079901790203
bng_glass,f1,cubic_spline,radial,0.006639536470174789,0.8631397411227226,False,0.556989247311828,0.00042864559051358775
bng_glass,f1,cubic_spline,rational_quadratic,5.144625902175903e-06,0.0009260326623916626,True,-0.8623655913978494,-0.0026090887061306356
bng_glass,f1,cubic_spline,rbf_gaussian,0.4399667661637068,1.0,False,-0.16559139784946236,-0.0005500169823972056
bng_glass,f1,cubic_spline,shepard,0.0011314544826745987,0.1753754448145628,False,-0.6559139784946236,-0.0022139515462819004
bng_glass,f1,cubic_spline,sigmoidal,0.049710121005773544,1.0,False,-0.410752688172043,-0.0011382445623327464
bng_glass,f1,cubic_spline,softmax_radial,0.22064675763249397,1.0,False,-0.26021505376344084,-0.0007544778428830168
bng_glass,f1,cubic_spline,student_t,0.0012321043759584427,0.18974407389760017,False,-0.6516129032258065,-0.0014406150788663918
bng_glass,f1,cubic_spline,wendland_c2,0.036434996873140335,1.0,False,0.43655913978494626,0.0002161796717410347
bng_glass,f1,entropic,gen_exponential,0.08793856762349606,1.0,False,-0.35913978494623655,-0.0007747831990791987
bng_glass,f1,entropic,harmonic,0.2710056286305189,1.0,False,-0.23440860215053763,-0.0005771010472189197
bng_glass,f1,entropic,inverse_multiquadratic,5.5925920605659485e-05,0.00984296202659607,True,-0.7849462365591398,-0.000904056327081626
bng_glass,f1,entropic,laplacian,0.7000329215079546,1.0,False,-0.08387096774193549,-0.00021791909109825092
bng_glass,f1,entropic,logarithmic,0.052263347432017326,1.0,False,-0.4064516129032258,-0.0003236413334138377
bng_glass,f1,entropic,lorentzian,0.034536734223365784,1.0,False,-0.44086021505376344,-0.0009345454410683574
bng_glass,f1,entropic,multiquadratic,1.862645149230957e-08,3.818422555923462e-06,True,0.978494623655914,0.004761774774132199
bng_glass,f1,entropic,quartic_spline,0.7151329666376114,1.0,False,0.07956989247311828,0.00033848795276686383
bng_glass,f1,entropic,radial,0.12413446232676506,1.0,False,0.3247311827956989,0.0009652043422983536
bng_glass,f1,entropic,rational_quadratic,0.00012333691120147705,0.021213948726654053,True,-0.7548387096774194,-0.0020725299543458697
bng_glass,f1,entropic,rbf_gaussian,0.41234652788813886,1.0,False,-0.17733990147783252,-1.3458230612439781e-05
bng_glass,f1,entropic,shepard,0.006639536470174789,0.8631397411227226,False,-0.556989247311828,-0.0016773927944971345
bng_glass,f1,entropic,sigmoidal,0.19092952087521553,1.0,False,-0.27741935483870966,-0.0006016858105479805
bng_glass,f1,entropic,softmax_radial,0.7000329215079546,1.0,False,-0.08387096774193549,-0.00021791909109825092
bng_glass,f1,entropic,student_t,5.5925920605659485e-05,0.00984296202659607,True,-0.7849462365591398,-0.000904056327081626
bng_glass,f1,entropic,wendland_c2,0.19092952087521553,1.0,False,0.27741935483870966,0.0007527384235258006
bng_glass,f1,gen_exponential,harmonic,0.2988441474735737,1.0,False,0.221505376344086,0.00019768215186027893
bng_glass,f1,gen_exponential,inverse_multiquadratic,0.8871948085725307,1.0,False,-0.03225806451612903,-0.0001292731280024273
