dataset,metric,posicao,basis,mean,std,n_folds_paired,friedman_statistic,friedman_p,friedman_significant,kendalls_w
spambase,f1,1,rational_quadratic,0.9084477359327346,0.018923437390691182,30,197.52061041922465,3.4789475223307185e-31,True,0.32920101736537444
spambase,f1,2,laplacian,0.9083374168621958,0.015565908368410911,30,197.52061041922465,3.4789475223307185e-31,True,0.32920101736537444
spambase,f1,3,softmax_radial,0.9083374168621958,0.015565908368410911,30,197.52061041922465,3.4789475223307185e-31,True,0.32920101736537444
spambase,f1,4,sigmoidal,0.9078100499732419,0.01772307698246375,30,197.52061041922465,3.4789475223307185e-31,True,0.32920101736537444
spambase,f1,5,lorentzian,0.9073648163985928,0.01921303865041951,30,197.52061041922465,3.4789475223307185e-31,True,0.32920101736537444
spambase,f1,6,shepard,0.9072748724881898,0.01862155492802789,30,197.52061041922465,3.4789475223307185e-31,True,0.32920101736537444
spambase,f1,7,gen_exponential,0.9068569015228525,0.01746047065860558,30,197.52061041922465,3.4789475223307185e-31,True,0.32920101736537444
spambase,f1,8,cauchy,0.9067550518928116,0.020528470610647002,30,197.52061041922465,3.4789475223307185e-31,True,0.32920101736537444
spambase,f1,9,quartic_spline,0.906222234867624,0.016762442978655277,30,197.52061041922465,3.4789475223307185e-31,True,0.32920101736537444
spambase,f1,10,wendland_c2,0.9058998521137835,0.01690723551656423,30,197.52061041922465,3.4789475223307185e-31,True,0.32920101736537444
spambase,f1,11,cubic_spline,0.9052223923042481,0.017535588070894816,30,197.52061041922465,3.4789475223307185e-31,True,0.32920101736537444
spambase,f1,12,student_t,0.9031508253089382,0.01964988099214991,30,197.52061041922465,3.4789475223307185e-31,True,0.32920101736537444
spambase,f1,13,inverse_multiquadratic,0.9029348880099843,0.02051265442296635,30,197.52061041922465,3.4789475223307185e-31,True,0.32920101736537444
spambase,f1,14,cosine,0.9021491961319794,0.017849438511084576,30,197.52061041922465,3.4789475223307185e-31,True,0.32920101736537444
spambase,f1,15,attention,0.902119647544845,0.020310737731982557,30,197.52061041922465,3.4789475223307185e-31,True,0.32920101736537444
spambase,f1,16,rbf_gaussian,0.9006051180595341,0.01755445197425322,30,197.52061041922465,3.4789475223307185e-31,True,0.32920101736537444
spambase,f1,17,entropic,0.9004056019672727,0.016048665258136478,30,197.52061041922465,3.4789475223307185e-31,True,0.32920101736537444
spambase,f1,18,logarithmic,0.9001448035894614,0.020334382374354747,30,197.52061041922465,3.4789475223307185e-31,True,0.32920101736537444
spambase,f1,19,radial,0.8985448760515271,0.017904285186030353,30,197.52061041922465,3.4789475223307185e-31,True,0.32920101736537444
spambase,f1,20,harmonic,0.8924969366901846,0.019459854775328488,30,197.52061041922465,3.4789475223307185e-31,True,0.32920101736537444
spambase,f1,21,multiquadratic,0.8730544867388069,0.020798258810357368,30,197.52061041922465,3.4789475223307185e-31,True,0.32920101736537444
vertebra_column,f1,1,radial,0.35226387912339935,0.060245472755401035,30,27.394014003231195,0.12453819301193049,False,0.045656690005385324
vertebra_column,f1,2,cosine,0.34196368217266043,0.058402753020406595,30,27.394014003231195,0.12453819301193049,False,0.045656690005385324
vertebra_column,f1,3,attention,0.3406475446065229,0.06036374161440747,30,27.394014003231195,0.12453819301193049,False,0.045656690005385324
vertebra_column,f1,4,cauchy,0.3406475446065229,0.06036374161440747,30,27.394014003231195,0.12453819301193049,False,0.045656690005385324
vertebra_column,f1,5,entropic,0.3406475446065229,0.06036374161440747,30,27.394014003231195,0.12453819301193049,False,0.045656690005385324
vertebra_column,f1,6,harmonic,0.3406475446065229,0.06036374161440747,30,27.394014003231195,0.12453819301193049,False,0.045656690005385324
vertebra_column,f1,7,laplacian,0.3406475446065229,0.06036374161440747,30,27.394014003231195,0.12453819301193049,False,0.045656690005385324
vertebra_column,f1,8,logarithmic,0.3406475446065229,0.06036374161440747,30,27.394014003231195,0.12453819301193049,False,0.045656690005385324
vertebra_column,f1,9,rational_quadratic,0.3406475446065229,0.06036374161440747,30,27.394014003231195,0.12453819301193049,False,0.045656690005385324
vertebra_column,f1,10,rbf_gaussian,0.3406475446065229,0.06036374161440747,30,27.394014003231195,0.12453819301193049,False,0.045656690005385324
vertebra_column,f1,11,sigmoidal,0.3406475446065229,0.06036374161440747,30,27.394014003231195,0.12453819301193049,False,0.045656690005385324
vertebra_column,f1,12,softmax_radial,0.3406475446065229,0.06036374161440747,30,27.394014003231195,0.12453819301193049,False,0.045656690005385324
vertebra_column,f1,13,inverse_multiquadratic,0.3396805437711011,0.06193964282595468,30,27.394014003231195,0.12453819301193049,False,0.045656690005385324
vertebra_column,f1,14,shepard,0.3396805437711011,0.06193964282595468,30,27.394014003231195,0.12453819301193049,False,0.045656690005385324
vertebra_column,f1,15,student_t,0.3396805437711011,0.06193964282595468,30,27.394014003231195,0.12453819301193049,False,0.045656690005385324
vertebra_column,f1,16,cubic_spline,0.3392903321308894,0.06480577991389001,30,27.394014003231195,0.12453819301193049,False,0.045656690005385324
vertebra_column,f1,17,wendland_c2,0.3392903321308894,0.06480577991389001,30,27.394014003231195,0.12453819301193049,False,0.045656690005385324
vertebra_column,f1,18,lorentzian,0.33827181361237085,0.06603837374923799,30,27.394014003231195,0.12453819301193049,False,0.045656690005385324
vertebra_column,f1,19,quartic_spline,0.33816460113673735,0.06623855177685617,30,27.394014003231195,0.12453819301193049,False,0.045656690005385324
vertebra_column,f1,20,gen_exponential,0.33741958090642293,0.06465525721709323,30,27.394014003231195,0.12453819301193049,False,0.045656690005385324
